CHAVE,NUMERO,CFOP,DATA,ISBN,EXEMPLARES,VALOR_UNITARIO,VALOR_TOTAL
31240821238738000323550010000000371260097814,37,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,30/08/2024 17:42:53,43 :: 43 :: :: 9780000000000 :: 9780000000000 :: Promocional,"2,00","5,00","10,00"
31240821238738000323550010000000371260097814,37,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,30/08/2024 17:42:53,5 :: 5 :: :: 9786558240433 :: 9786558240433 :: A educação entre a ética e a estética: os álbuns ilustrados paulistas (1915-1929),"1,00","50,00","50,00"
31240821238738000323550010000000371260097814,37,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,30/08/2024 17:42:53,"4 :: 4 :: :: 9786558240228 :: 9786558240228 :: A noção de alma na ""Suma de Teologia"" de Tomás de Aquino","3,00","30,00","90,00"
31240921238738000323550010000000381401726945,38,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,04/09/2024 18:34:11,67 :: 67 :: :: 9788570781550 :: 9788570781550 :: Joaquina do Pompéu,"1,00","33,33","33,33"
31240921238738000323550010000000391216821942,39,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,04/09/2024 19:02:36,"4 :: 4 :: :: 9786558240228 :: 9786558240228 :: A noção de alma na ""Suma de Teologia"" de Tomás de Aquino","1,00","30,00","30,00"
31240921238738000323550010000000391216821942,39,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,04/09/2024 19:02:36,3 :: 3 :: :: 9786588055045 :: 9786588055045 :: Escritos da Série Cognitiva,"1,00","50,00","50,00"
31240921238738000323550010000000391216821942,39,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,04/09/2024 19:02:36,43 :: 43 :: :: 9780000000000 :: 9780000000000 :: Promocional,"3,00","5,00","15,00"
31240921238738000323550010000000401046818513,40,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,06/09/2024 16:40:15,70 :: 70 :: :: 9788570784865 :: 9788570784865 :: História da Educação em Minas Gerais: da Colônia à República,"1,00","60,00","60,00"
31240921238738000323550010000000411558807380,41,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/09/2024 12:13:23,366 :: 366 :: :: 9786557110416 :: 9000000000366 :: SOBRE A LIBERDADE DA VONTADE,"1,00","35,20","35,20"
31240921238738000323550010000000411558807380,41,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/09/2024 12:13:23,254 :: 254 :: :: 9788539307852 :: 9000000000254 :: CATEGORIAS,"1,00","52,00","52,00"
31240921238738000323550010000000411558807380,41,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/09/2024 12:13:23,"234 :: 234 :: :: 9788539303656 :: 9000000000234 :: SACRALIDADE DA PESSOA, A","1,00","55,20","55,20"
31240921238738000323550010000000421527560178,42,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/09/2024 10:36:39,328 :: 328 :: :: 9786557110577 :: 9000000000328 :: DISCURSO DE ODIO,"1,00","46,40","46,40"
31240921238738000323550010000000431860516525,43,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/09/2024 10:52:46,310 :: 310 :: :: 9786557110386 :: 9000000000310 :: CIDADANIA E CLASSE SOCIAL,"1,00","36,80","36,80"
31240921238738000323550010000000431860516525,43,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/09/2024 10:52:46,"238 :: 238 :: :: 9788539305063 :: 9000000000238 :: VIDA EM COMUM, A","1,00","51,20","51,20"
31240921238738000323550010000000441349319962,44,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/09/2024 11:02:08,3 :: 3 :: :: 9786588055045 :: 9786588055045 :: Escritos da Série Cognitiva,"1,00","75,00","75,00"
31240921238738000323550010000000451597118760,45,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/09/2024 13:32:10,5 :: 5 :: :: 9786558240433 :: 9786558240433 :: A educação entre a ética e a estética: os álbuns ilustrados paulistas (1915-1929),"1,00","50,00","50,00"
31240921238738000323550010000000451597118760,45,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/09/2024 13:32:10,"261 :: 261 :: :: 9788571395497 :: 9000000000261 :: REVOLUCAO CUBANA, A","1,00","30,40","30,40"
31240921238738000323550010000000461990850117,46,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/09/2024 13:45:48,3 :: 3 :: :: 9786588055045 :: 9786588055045 :: Escritos da Série Cognitiva,"1,00","50,00","50,00"
31240921238738000323550010000000471013683210,47,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/09/2024 13:56:52,"4 :: 4 :: :: 9786558240228 :: 9786558240228 :: A noção de alma na ""Suma de Teologia"" de Tomás de Aquino","1,00","30,00","30,00"
31240921238738000323550010000000481082315591,48,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/09/2024 14:01:09,34 :: 34 :: :: 9788570784087 :: 9788570784087 :: A natureza dos deuses,"1,00","36,67","36,67"
31240921238738000323550010000000491698057170,49,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,24/09/2024 14:04:00,"4 :: 4 :: :: 9786558240228 :: 9786558240228 :: A noção de alma na ""Suma de Teologia"" de Tomás de Aquino","1,00","30,00","30,00"
31240921238738000323550010000000501804239141,50,5914 - REMESSA DE MERCADORIA OU BEM PARA EXPOSIÇÃO OU FEIRA,25/09/2024 12:21:30,"4 :: 4 :: :: 9786558240228 :: 9786558240228 :: A noção de alma na ""Suma de Teologia"" de Tomás de Aquino","5,00","45,00","225,00"
31240921238738000323550010000000501804239141,50,5914 - REMESSA DE MERCADORIA OU BEM PARA EXPOSIÇÃO OU FEIRA,25/09/2024 12:21:30,3 :: 3 :: :: 9786588055045 :: 9786588055045 :: Escritos da Série Cognitiva,"5,00","75,00","375,00"
31240921238738000323550010000000511425243857,51,6914 - REMESSA DE MERCADORIA OU BEM PARA EXPOSIÇÃO OU FEIRA,26/09/2024 13:46:02,10 :: 10 :: :: 978655824174 :: 978655824174 :: Geografia de uma corporação em rede: a trajetória espaço-temporal do Grupo Algar (1930-2019),"1,00","60,00","60,00"
31240921238738000323550010000000521510727186,52,"6910 - REMESSA EM BONIFICAÇÃO, DOAÇÃO OU BRINDE",27/09/2024 15:43:05,5 :: 5 :: :: 9786558240433 :: 9786558240433 :: A educação entre a ética e a estética: os álbuns ilustrados paulistas (1915-1929),"2,00","75,00","150,00"
31240921238738000323550010000000521510727186,52,"6910 - REMESSA EM BONIFICAÇÃO, DOAÇÃO OU BRINDE",27/09/2024 15:43:05,10 :: 10 :: :: 978655824174 :: 978655824174 :: Geografia de uma corporação em rede: a trajetória espaço-temporal do Grupo Algar (1930-2019),"3,00","60,00","180,00"
31240921238738000323550010000000521510727186,52,"6910 - REMESSA EM BONIFICAÇÃO, DOAÇÃO OU BRINDE",27/09/2024 15:43:05,6 :: 6 :: :: 9788570785145 :: 9788570785145 :: As leis,"3,00","80,00","240,00"
31240921238738000323550010000000521510727186,52,"6910 - REMESSA EM BONIFICAÇÃO, DOAÇÃO OU BRINDE",27/09/2024 15:43:05,"4 :: 4 :: :: 9786558240228 :: 9786558240228 :: A noção de alma na ""Suma de Teologia"" de Tomás de Aquino","3,00","45,00","135,00"
31240921238738000323550010000000521510727186,52,"6910 - REMESSA EM BONIFICAÇÃO, DOAÇÃO OU BRINDE",27/09/2024 15:43:05,9 :: 9 :: :: 9786588055021 :: 9786588055021 :: A expressão da anterioridade temporal em espanhol: uma análise sociolinguística,"4,00","60,00","240,00"
31240921238738000323550010000000521510727186,52,"6910 - REMESSA EM BONIFICAÇÃO, DOAÇÃO OU BRINDE",27/09/2024 15:43:05,11 :: 11 :: :: 9786588055038 :: 9786588055038 :: A igreja como poder eclesiástico e civil em Thomas Hobbes,"4,00","85,00","340,00"
31240921238738000323550010000000521510727186,52,"6910 - REMESSA EM BONIFICAÇÃO, DOAÇÃO OU BRINDE",27/09/2024 15:43:05,"15 :: 15 :: :: 9786588055014 :: 9786588055014 :: Ensinando tradução: programas, disciplinas e abordagens pedagógicas","4,00","95,00","380,00"
31240921238738000323550010000000521510727186,52,"6910 - REMESSA EM BONIFICAÇÃO, DOAÇÃO OU BRINDE",27/09/2024 15:43:05,3 :: 3 :: :: 9786588055045 :: 9786588055045 :: Escritos da Série Cognitiva,"4,00","75,00","300,00"
31240921238738000323550010000000521510727186,52,"6910 - REMESSA EM BONIFICAÇÃO, DOAÇÃO OU BRINDE",27/09/2024 15:43:05,"14 :: 14 :: :: 9786558240235 :: 9786558240235 :: Na rota da educação: epistemologia, teoria, história","4,00","60,00","240,00"
31240921238738000323550010000000531842637681,53,6914 - REMESSA DE MERCADORIA OU BEM PARA EXPOSIÇÃO OU FEIRA,27/09/2024 14:44:45,10 :: 10 :: :: 978655824174 :: 978655824174 :: Geografia de uma corporação em rede: a trajetória espaço-temporal do Grupo Algar (1930-2019),"1,00","60,00","60,00"
31240921238738000323550010000000541067051110,54,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,27/09/2024 16:18:57,7 :: 7 :: :: 9788570784766 :: 9788570784766 :: Mitos da Terra-Média: mitologia e modernidade na obra de J.R.R. Tolkien,"1,00","26,67","26,67"
31240921238738000323550010000000551027920114,55,6914 - REMESSA DE MERCADORIA OU BEM PARA EXPOSIÇÃO OU FEIRA,30/09/2024 11:03:36,"4 :: 4 :: :: 9786558240228 :: 9786558240228 :: A noção de alma na ""Suma de Teologia"" de Tomás de Aquino","5,00","45,00","225,00"
31240921238738000323550010000000551027920114,55,6914 - REMESSA DE MERCADORIA OU BEM PARA EXPOSIÇÃO OU FEIRA,30/09/2024 11:03:36,3 :: 3 :: :: 9786588055045 :: 9786588055045 :: Escritos da Série Cognitiva,"5,00","75,00","375,00"
31240921238738000323550010000000561803231973,56,6914 - REMESSA DE MERCADORIA OU BEM PARA EXPOSIÇÃO OU FEIRA,30/09/2024 11:50:28,"4 :: 4 :: :: 9786558240228 :: 9786558240228 :: A noção de alma na ""Suma de Teologia"" de Tomás de Aquino","5,00","45,00","225,00"
31240921238738000323550010000000561803231973,56,6914 - REMESSA DE MERCADORIA OU BEM PARA EXPOSIÇÃO OU FEIRA,30/09/2024 11:50:28,3 :: 3 :: :: 9786588055045 :: 9786588055045 :: Escritos da Série Cognitiva,"5,00","75,00","375,00"
31240921238738000323550010000000571223578150,57,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,30/09/2024 14:50:30,43 :: 43 :: :: 9780000000000 :: 9780000000000 :: Promocional,"1,00","5,00","5,00"
31240921238738000323550010000000571223578150,57,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,30/09/2024 14:50:30,43 :: 43 :: :: 9780000000000 :: 9780000000000 :: Promocional,"1,00","5,00","5,00"
31240921238738000323550010000000571223578150,57,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,30/09/2024 14:50:30,280 :: 280 :: :: 9786557112380 :: 9000000000280 :: MAPAS E FICCOES,"1,00","55,20","55,20"
31240921238738000323550010000000581302941778,58,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,30/09/2024 15:56:45,43 :: 43 :: :: 9780000000000 :: 9780000000000 :: Promocional,"1,00","5,00","5,00"
31241021238738000323550010000000601124174596,60,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,01/10/2024 08:30:42,3 :: 3 :: :: 9786588055045 :: 9786588055045 :: Escritos da Série Cognitiva,"1,00","50,00","50,00"
31241021238738000323550010000000611096305463,61,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,03/10/2024 13:41:31,534 :: 534 :: :: 9788570784056 :: 9780000000000501 :: A didática no âmbito da pós-graduação brasileira,"1,00","5,00","5,00"
31241021238738000323550010000000621607962860,62,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,04/10/2024 15:01:35,320 :: 320 :: :: 9788539304059 :: 9000000000320 :: DA INTERPRETACAO,"1,00","45,60","45,60"
31241021238738000323550010000000621607962860,62,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,04/10/2024 15:01:35,312 :: 312 :: :: 9788571399396 :: 9000000000312 :: CIENCIA E FE - 2. EDICAO,"1,00","36,00","36,00"
31241021238738000323550010000000631760055189,63,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,04/10/2024 15:37:10,535 :: 535 :: :: 9798570780974 :: 9780000000000502 :: Contextualização dos Tumores do PESCOÇO,"1,00","5,00","5,00"
31241021238738000323550010000000641763253345,64,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,04/10/2024 16:38:00,57 :: 57 :: :: 9788570783851 :: 9788570783851 :: Transmissão de energia elétrica,"1,00","50,00","50,00"
31241021238738000323550010000000651955048852,65,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,04/10/2024 17:59:42,53 :: 53 :: :: 9786558240037 :: 9786558240037 ::  Pedagogias da Beleza,"1,00","22,50","22,50"
31241021238738000323550010000000651955048852,65,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,04/10/2024 17:59:42,10 :: 10 :: :: 978655824174 :: 978655824174 :: Geografia de uma corporação em rede: a trajetória espaço-temporal do Grupo Algar (1930-2019),"1,00","30,00","30,00"
31241021238738000323550010000000651955048852,65,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,04/10/2024 17:59:42,5 :: 5 :: :: 9786558240433 :: 9786558240433 :: A educação entre a ética e a estética: os álbuns ilustrados paulistas (1915-1929),"2,00","37,50","75,00"
31241021238738000323550010000000661746204280,66,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,04/10/2024 19:05:28,195 :: 195 :: :: 9786558581086 :: 9000000000195 :: 3a ed. DA DIASPORA - IDENTIDADES E MEDIACOES CULTURAIS,"1,00","52,00","52,00"
31241021238738000323550010000000671530634577,67,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,07/10/2024 17:00:41,222 :: 222 :: :: 9786557111543 :: 9000000000222 :: INCOMENSURABILIDADE NA CIENCIA,"1,00","68,80","68,80"
31241021238738000323550010000000671530634577,67,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,07/10/2024 17:00:41,"345 :: 345 :: :: 9788539301133 :: 9000000000345 :: FIM DAS CERTEZAS - 2. EDICAO,","1,00","36,80","36,80"
31241021238738000323550010000000681929408210,68,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,07/10/2024 17:20:16,289 :: 289 :: :: 9786557112281 :: 9000000000289 :: ESCRITOS DE UM VIADO VERMELHO,"1,00","68,90","68,90"
31241021238738000323550010000000681929408210,68,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,07/10/2024 17:20:16,"19 :: 19 :: :: 9788570784704 :: 9788570784704 :: Memórias, histórias e crônicas tijucanas","1,00","30,00","30,00"
31241021238738000323550010000000681929408210,68,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,07/10/2024 17:20:16,53 :: 53 :: :: 9786558240037 :: 9786558240037 ::  Pedagogias da Beleza,"1,00","30,00","30,00"
31241021238738000323550010000000691264687192,69,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,07/10/2024 21:11:24,"128 :: 128 :: :: 9788542302448 :: 9000000000128 :: 1a ed. INTRODUCAO A TEORIA DEMOCRATICA: CONCEITOS, HISTORIAS, INSTITUICOES E QUESTOES TRANSVERSAIS","1,00","75,20","75,20"
31241021238738000323550010000000691264687192,69,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,07/10/2024 21:11:24,116 :: 116 :: :: 9788570411501 :: 9000000000116 :: 1a ed. HANNAH ARENDT E A BANALIDADE DO MAL,"1,00","36,00","36,00"
31241021238738000323550010000000691264687192,69,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,07/10/2024 21:11:24,"118 :: 118 :: :: 9788542302080 :: 9000000000118 :: 1a ed. HISTORIA, ESTADO E IDEALISMO ALEMAO","1,00","33,60","33,60"
31241021238738000323550010000000701458298532,70,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,08/10/2024 10:03:12,290 :: 290 :: :: 9788539305988 :: 9000000000290 :: MUNDO COMO VONTADE E COMO REPR,"1,00","128,00","128,00"
31241021238738000323550010000000701458298532,70,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,08/10/2024 10:03:12,291 :: 291 :: :: 9788539305629 :: 9000000000291 :: MUNDO COMO VONTADE E COMO REPR,"1,00","107,20","107,20"
31241021238738000323550010000000711582739640,71,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,08/10/2024 10:28:42,99 :: 99 :: :: 9788542302998 :: 9000000000099 :: 1a ed. DOIS: A MAQUINA DA TEOLOGIA POLITICA E O LUGAR DO PENSAMENTO,"1,00","55,20","55,20"
31241021238738000323550010000000711582739640,71,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,08/10/2024 10:28:42,124 :: 124 :: :: 9788570414595 :: 9000000000124 :: 1a ed. INFANCIA E HISTORIA - DESTRUICAO DA EXPERIENCIA E ORIGEM DA HISTORIA,"1,00","45,60","45,60"
31241021238738000323550010000000711582739640,71,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,08/10/2024 10:28:42,190 :: 190 :: :: 9788570419965 :: 9000000000190 :: 2a ed. ESPACO E POLITICA: O DIREITO A CIDADE II,"1,00","40,80","40,80"
31241021238738000323550010000000721900701613,72,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,09/10/2024 16:15:08,3 :: 3 :: :: 9786588055045 :: 9786588055045 :: Escritos da Série Cognitiva,"1,00","50,00","50,00"
31241021238738000323550010000000731624647874,73,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,09/10/2024 16:18:24,161 :: 161 :: :: 9788570414779 :: 9000000000161 :: 1a ed. PASSAGENS,"1,00","237,60","237,60"
31241021238738000323550010000000741823868541,74,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,10/10/2024 08:55:59,329 :: 329 :: :: 9788539307555 :: 9000000000329 :: DISCURSO DO METODO & ENSAIOS,"1,00","110,40","110,40"
31241021238738000323550010000000751614945699,75,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,10/10/2024 15:40:18,160 :: 160 :: :: 9786558581253 :: 9000000000160 :: 1a ed. PASSADOS CITADOS POR JEAN-LUC GODARD,"1,00","55,20","55,20"
31241021238738000323550010000000751614945699,75,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,10/10/2024 15:40:18,124 :: 124 :: :: 9788570414595 :: 9000000000124 :: 1a ed. INFANCIA E HISTORIA - DESTRUICAO DA EXPERIENCIA E ORIGEM DA HISTORIA,"1,00","45,60","45,60"
31241021238738000323550010000000771476486273,77,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,10/10/2024 21:08:08,57 :: 57 :: :: 9788570783851 :: 9788570783851 :: Transmissão de energia elétrica,"1,00","50,00","50,00"
31241021238738000323550010000000781685136310,78,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,10/10/2024 21:09:58,57 :: 57 :: :: 9788570783851 :: 9788570783851 :: Transmissão de energia elétrica,"1,00","50,00","50,00"
31241021238738000323550010000000791288747914,79,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,10/10/2024 21:12:10,57 :: 57 :: :: 9788570783851 :: 9788570783851 :: Transmissão de energia elétrica,"1,00","50,00","50,00"
31241021238738000323550010000000801414541110,80,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,10/10/2024 21:18:58,411 :: 411 :: :: 9786557112496 :: 9000000000411 :: VINGANCA DO BOM SELVAGEM E OUT,"1,00","55,20","55,20"
31241021238738000323550010000000801414541110,80,5102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,10/10/2024 21:18:58,"307 :: 307 :: :: 9786557110287 :: 9000000000307 :: CAPITAL E A LOGICA DE HEGEL, O","1,00","41,60","41,60"
